unique_id;instrument;midi_pitch;dynamics;filename;sndb_filename
047;CLA;075;M;047_CLA_075_M.wav;10Cla1F075m_np___0.wav
048;CLA;075;F;048_CLA_075_F.wav;10Cla1F075f_np___0.wav
049;CLA;076;P;049_CLA_076_P.wav;10Cla1F076p_np___0.wav
050;CLA;076;M;050_CLA_076_M.wav;10Cla1F076m_np___0.wav
051;CLA;076;F;051_CLA_076_F.wav;10Cla1F076f_np___0.wav
052;CLA;077;P;052_CLA_077_P.wav;10Cla1F077p_np___0.wav
053;CLA;077;M;053_CLA_077_M.wav;10Cla1F077m_np___0.wav
054;CLA;077;F;054_CLA_077_F.wav;10Cla1F077f_np___0.wav
055;CLA;078;P;055_CLA_078_P.wav;10Cla1F078p_np___0.wav
056;CLA;078;M;056_CLA_078_M.wav;10Cla1F078m_np___0.wav
057;CLA;078;F;057_CLA_078_F.wav;10Cla1F078f_np___0.wav
058;CLA;079;P;058_CLA_079_P.wav;10Cla1F079p_np___0.wav
059;CLA;079;M;059_CLA_079_M.wav;10Cla1F079m_np___0.wav
060;CLA;079;F;060_CLA_079_F.wav;10Cla1F079f_np___0.wav
061;CLA;080;P;061_CLA_080_P.wav;10Cla1F080p_np___0.wav
062;CLA;080;M;062_CLA_080_M.wav;10Cla1F080m_np___0.wav
063;CLA;080;F;063_CLA_080_F.wav;10Cla1F080f_np___0.wav
064;CLA;081;P;064_CLA_081_P.wav;10Cla1F081p_np___0.wav
065;CLA;081;M;065_CLA_081_M.wav;10Cla1F081m_np___0.wav
066;CLA;081;F;066_CLA_081_F.wav;10Cla1F081f_np___0.wav
067;CLA;082;P;067_CLA_082_P.wav;10Cla1F082p_np___0.wav
068;CLA;082;M;068_CLA_082_M.wav;10Cla1F082m_np___0.wav
069;CLA;082;F;069_CLA_082_F.wav;10Cla1F082f_np___0.wav
070;CLA;083;P;070_CLA_083_P.wav;10Cla1F083p_np___0.wav
071;CLA;083;M;071_CLA_083_M.wav;10Cla1F083m_np___0.wav
072;CLA;083;F;072_CLA_083_F.wav;10Cla1F083f_np___0.wav
073;FLU;060;P;073_FLU_060_P.wav;11Flu1F060p_np___0.wav
074;FLU;060;M;074_FLU_060_M.wav;11Flu1F060m_np___0.wav
075;FLU;060;F;075_FLU_060_F.wav;11Flu1F060f_np___0.wav
076;FLU;061;P;076_FLU_061_P.wav;11Flu1F061p_np___0.wav
077;FLU;061;M;077_FLU_061_M.wav;11Flu1F061m_np___0.wav
078;FLU;061;F;078_FLU_061_F.wav;11Flu1F061f_np___0.wav
079;FLU;062;P;079_FLU_062_P.wav;11Flu1F062p_np___0.wav
080;FLU;062;M;080_FLU_062_M.wav;11Flu1F062m_np___0.wav
081;FLU;062;F;081_FLU_062_F.wav;11Flu1F062f_np___0.wav
082;FLU;063;P;082_FLU_063_P.wav;11Flu1F063p_np___0.wav
083;FLU;063;M;083_FLU_063_M.wav;11Flu1F063m_np___0.wav
084;FLU;063;F;084_FLU_063_F.wav;11Flu1F063f_np___0.wav
085;FLU;064;P;085_FLU_064_P.wav;11Flu1F064p_np___0.wav
086;FLU;064;M;086_FLU_064_M.wav;11Flu1F064m_np___0.wav
087;FLU;064;F;087_FLU_064_F.wav;11Flu1F064f_np___0.wav
088;FLU;065;P;088_FLU_065_P.wav;11Flu1F065p_np___0.wav
089;FLU;065;M;089_FLU_065_M.wav;11Flu1F065m_np___0.wav
090;FLU;065;F;090_FLU_065_F.wav;11Flu1F065f_np___0.wav
091;FLU;066;P;091_FLU_066_P.wav;11Flu1F066p_np___0.wav
092;FLU;066;M;092_FLU_066_M.wav;11Flu1F066m_np___0.wav
093;FLU;066;F;093_FLU_066_F.wav;11Flu1F066f_np___0.wav
094;FLU;067;P;094_FLU_067_P.wav;11Flu1F067p_np___0.wav
095;FLU;067;M;095_FLU_067_M.wav;11Flu1F067m_np___0.wav
096;FLU;067;F;096_FLU_067_F.wav;11Flu1F067f_np___0.wav
097;FLU;068;P;097_FLU_068_P.wav;11Flu1F068p_np___0.wav
098;FLU;068;M;098_FLU_068_M.wav;11Flu1F068m_np___0.wav
099;FLU;068;F;099_FLU_068_F.wav;11Flu1F068f_np___0.wav
100;FLU;069;P;100_FLU_069_P.wav;11Flu1F069p_np___0.wav
101;FLU;069;M;101_FLU_069_M.wav;11Flu1F069m_np___0.wav
102;FLU;069;F;102_FLU_069_F.wav;11Flu1F069f_np___0.wav
103;FLU;070;P;103_FLU_070_P.wav;11Flu1F070p_np___0.wav
104;FLU;070;M;104_FLU_070_M.wav;11Flu1F070m_np___0.wav
105;FLU;070;F;105_FLU_070_F.wav;11Flu1F070f_np___0.wav
106;FLU;071;P;106_FLU_071_P.wav;11Flu1F071p_np___0.wav
107;FLU;071;M;107_FLU_071_M.wav;11Flu1F071m_np___0.wav
108;FLU;071;F;108_FLU_071_F.wav;11Flu1F071f_np___0.wav
109;FLU;072;P;109_FLU_072_P.wav;11Flu1F072p_np___0.wav
110;FLU;072;M;110_FLU_072_M.wav;11Flu1F072m_np___0.wav
111;FLU;072;F;111_FLU_072_F.wav;11Flu1F072f_np___0.wav
112;FLU;073;P;112_FLU_073_P.wav;11Flu1F073p_np___0.wav
113;FLU;073;M;113_FLU_073_M.wav;11Flu1F073m_np___0.wav
114;FLU;073;F;114_FLU_073_F.wav;11Flu1F073f_np___0.wav
115;FLU;074;P;115_FLU_074_P.wav;11Flu1F074p_np___0.wav
116;FLU;074;M;116_FLU_074_M.wav;11Flu1F074m_np___0.wav
117;FLU;074;F;117_FLU_074_F.wav;11Flu1F074f_np___0.wav
118;FLU;075;P;118_FLU_075_P.wav;11Flu1F075p_np___0.wav
119;FLU;075;M;119_FLU_075_M.wav;11Flu1F075m_np___0.wav
120;FLU;075;F;120_FLU_075_F.wav;11Flu1F075f_np___0.wav
121;FLU;076;P;121_FLU_076_P.wav;11Flu1F076p_np___0.wav
122;FLU;076;M;122_FLU_076_M.wav;11Flu1F076m_np___0.wav
123;FLU;076;F;123_FLU_076_F.wav;11Flu1F076f_np___0.wav
124;FLU;077;P;124_FLU_077_P.wav;11Flu1F077p_np___0.wav
125;FLU;077;M;125_FLU_077_M.wav;11Flu1F077m_np___0.wav
126;FLU;077;F;126_FLU_077_F.wav;11Flu1F077f_np___0.wav
127;FLU;078;P;127_FLU_078_P.wav;11Flu1F078p_np___0.wav
128;FLU;078;M;128_FLU_078_M.wav;11Flu1F078m_np___0.wav
129;FLU;078;F;129_FLU_078_F.wav;11Flu1F078f_np___0.wav
130;FLU;079;P;130_FLU_079_P.wav;11Flu1F079p_np___0.wav
131;FLU;079;M;131_FLU_079_M.wav;11Flu1F079m_np___0.wav
132;FLU;079;F;132_FLU_079_F.wav;11Flu1F079f_np___0.wav
133;FLU;080;P;133_FLU_080_P.wav;11Flu1F080p_np___0.wav
134;FLU;080;M;134_FLU_080_M.wav;11Flu1F080m_np___0.wav
135;FLU;080;F;135_FLU_080_F.wav;11Flu1F080f_np___0.wav
136;FLU;081;P;136_FLU_081_P.wav;11Flu1F081p_np___0.wav
137;FLU;081;M;137_FLU_081_M.wav;11Flu1F081m_np___0.wav
138;FLU;081;F;138_FLU_081_F.wav;11Flu1F081f_np___0.wav
139;FLU;082;P;139_FLU_082_P.wav;11Flu1F082p_np___0.wav
140;FLU;082;M;140_FLU_082_M.wav;11Flu1F082m_np___0.wav
141;FLU;082;F;141_FLU_082_F.wav;11Flu1F082f_np___0.wav
142;FLU;083;P;142_FLU_083_P.wav;11Flu1F083p_np___0.wav
143;FLU;083;M;143_FLU_083_M.wav;11Flu1F083m_np___0.wav
144;FLU;083;F;144_FLU_083_F.wav;11Flu1F083f_np___0.wav
145;OBO;060;P;145_OBO_060_P.wav;08Obo1F060p_np___0.wav
146;OBO;060;M;146_OBO_060_M.wav;08Obo1F060m_np___0.wav
147;OBO;060;F;147_OBO_060_F.wav;08Obo1F060f_np___0.wav
148;OBO;061;P;148_OBO_061_P.wav;08Obo1F061p_np___0.wav
149;OBO;061;M;149_OBO_061_M.wav;08Obo1F061m_np___0.wav
150;OBO;061;F;150_OBO_061_F.wav;08Obo1F061f_np___0.wav
151;OBO;062;P;151_OBO_062_P.wav;08Obo1F062p_np___0.wav
152;OBO;062;M;152_OBO_062_M.wav;08Obo1F062m_np___0.wav
153;OBO;062;F;153_OBO_062_F.wav;08Obo1F062f_np___0.wav
154;OBO;063;P;154_OBO_063_P.wav;08Obo1F063p_np___0.wav
155;OBO;063;M;155_OBO_063_M.wav;08Obo1F063m_np___0.wav
156;OBO;063;F;156_OBO_063_F.wav;08Obo1F063f_np___0.wav
157;OBO;064;P;157_OBO_064_P.wav;08Obo1F064p_np___0.wav
158;OBO;064;M;158_OBO_064_M.wav;08Obo1F064m_np___0.wav
159;OBO;064;F;159_OBO_064_F.wav;08Obo1F064f_np___0.wav
160;OBO;065;P;160_OBO_065_P.wav;08Obo1F065p_np___0.wav
161;OBO;065;M;161_OBO_065_M.wav;08Obo1F065m_np___0.wav
162;OBO;065;F;162_OBO_065_F.wav;08Obo1F065f_np___0.wav
163;OBO;066;P;163_OBO_066_P.wav;08Obo1F066p_np___0.wav
164;OBO;066;M;164_OBO_066_M.wav;08Obo1F066m_np___0.wav
165;OBO;066;F;165_OBO_066_F.wav;08Obo1F066f_np___0.wav
166;OBO;067;P;166_OBO_067_P.wav;08Obo1F067p_np___0.wav
167;OBO;067;M;167_OBO_067_M.wav;08Obo1F067m_np___0.wav
168;OBO;067;F;168_OBO_067_F.wav;08Obo1F067f_np___0.wav
169;OBO;068;P;169_OBO_068_P.wav;08Obo1F068p_np___0.wav
170;OBO;068;M;170_OBO_068_M.wav;08Obo1F068m_np___0.wav
171;OBO;068;F;171_OBO_068_F.wav;08Obo1F068f_np___0.wav
172;OBO;069;P;172_OBO_069_P.wav;08Obo1F069p_np___0.wav
173;OBO;069;M;173_OBO_069_M.wav;08Obo1F069m_np___0.wav
174;OBO;069;F;174_OBO_069_F.wav;08Obo1F069f_np___0.wav
175;OBO;070;P;175_OBO_070_P.wav;08Obo1F070p_np___0.wav
176;OBO;070;M;176_OBO_070_M.wav;08Obo1F070m_np___0.wav
177;OBO;070;F;177_OBO_070_F.wav;08Obo1F070f_np___0.wav
178;OBO;071;P;178_OBO_071_P.wav;08Obo1F071p_np___0.wav
179;OBO;071;M;179_OBO_071_M.wav;08Obo1F071m_np___0.wav
180;OBO;071;F;180_OBO_071_F.wav;08Obo1F071f_np___0.wav
181;OBO;072;P;181_OBO_072_P.wav;08Obo1F072p_np___0.wav
182;OBO;072;M;182_OBO_072_M.wav;08Obo1F072m_np___0.wav
183;OBO;072;F;183_OBO_072_F.wav;08Obo1F072f_np___0.wav
184;OBO;073;P;184_OBO_073_P.wav;08Obo1F073p_np___0.wav
185;OBO;073;M;185_OBO_073_M.wav;08Obo1F073m_np___0.wav
186;OBO;073;F;186_OBO_073_F.wav;08Obo1F073f_np___0.wav
187;OBO;074;P;187_OBO_074_P.wav;08Obo1F074p_np___0.wav
188;OBO;074;M;188_OBO_074_M.wav;08Obo1F074m_np___0.wav
189;OBO;074;F;189_OBO_074_F.wav;08Obo1F074f_np___0.wav
190;OBO;075;P;190_OBO_075_P.wav;08Obo1F075p_np___0.wav
191;OBO;075;M;191_OBO_075_M.wav;08Obo1F075m_np___0.wav
192;OBO;075;F;192_OBO_075_F.wav;08Obo1F075f_np___0.wav
193;OBO;076;P;193_OBO_076_P.wav;08Obo1F076p_np___0.wav
194;OBO;076;M;194_OBO_076_M.wav;08Obo1F076m_np___0.wav
195;OBO;076;F;195_OBO_076_F.wav;08Obo1F076f_np___0.wav
196;OBO;077;P;196_OBO_077_P.wav;08Obo1F077p_np___0.wav
197;OBO;077;M;197_OBO_077_M.wav;08Obo1F077m_np___0.wav
198;OBO;077;F;198_OBO_077_F.wav;08Obo1F077f_np___0.wav
199;OBO;078;P;199_OBO_078_P.wav;08Obo1F078p_np___0.wav
200;OBO;078;M;200_OBO_078_M.wav;08Obo1F078m_np___0.wav
201;OBO;078;F;201_OBO_078_F.wav;08Obo1F078f_np___0.wav
202;OBO;079;P;202_OBO_079_P.wav;08Obo1F079p_np___0.wav
203;OBO;079;M;203_OBO_079_M.wav;08Obo1F079m_np___0.wav
204;OBO;079;F;204_OBO_079_F.wav;08Obo1F079f_np___0.wav
205;OBO;080;P;205_OBO_080_P.wav;08Obo1F080p_np___0.wav
206;OBO;080;M;206_OBO_080_M.wav;08Obo1F080m_np___0.wav
207;OBO;080;F;207_OBO_080_F.wav;08Obo1F080f_np___0.wav
208;OBO;081;P;208_OBO_081_P.wav;08Obo1F081p_np___0.wav
209;OBO;081;M;209_OBO_081_M.wav;08Obo1F081m_np___0.wav
210;OBO;081;F;210_OBO_081_F.wav;08Obo1F081f_np___0.wav
211;OBO;082;P;211_OBO_082_P.wav;08Obo1F082p_np___0.wav
212;OBO;082;M;212_OBO_082_M.wav;08Obo1F082m_np___0.wav
213;OBO;082;F;213_OBO_082_F.wav;08Obo1F082f_np___0.wav
214;OBO;083;P;214_OBO_083_P.wav;08Obo1F083p_np___0.wav
215;OBO;083;M;215_OBO_083_M.wav;08Obo1F083m_np___0.wav
216;OBO;083;F;216_OBO_083_F.wav;08Obo1F083f_np___0.wav
217;PIA;060;P;217_PIA_060_P.wav;01Pia1F060p_np___0.wav
218;PIA;060;M;218_PIA_060_M.wav;01Pia1F060m_np___0.wav
219;PIA;060;F;219_PIA_060_F.wav;01Pia1F060f_np___0.wav
220;PIA;061;P;220_PIA_061_P.wav;01Pia1F061p_np___0.wav
221;PIA;061;M;221_PIA_061_M.wav;01Pia1F061m_np___0.wav
222;PIA;061;F;222_PIA_061_F.wav;01Pia1F061f_np___0.wav
223;PIA;062;P;223_PIA_062_P.wav;01Pia1F062p_np___0.wav
224;PIA;062;M;224_PIA_062_M.wav;01Pia1F062m_np___0.wav
225;PIA;062;F;225_PIA_062_F.wav;01Pia1F062f_np___0.wav
226;PIA;063;P;226_PIA_063_P.wav;01Pia1F063p_np___0.wav
227;PIA;063;M;227_PIA_063_M.wav;01Pia1F063m_np___0.wav
228;PIA;063;F;228_PIA_063_F.wav;01Pia1F063f_np___0.wav
229;PIA;064;P;229_PIA_064_P.wav;01Pia1F064p_np___0.wav
230;PIA;064;M;230_PIA_064_M.wav;01Pia1F064m_np___0.wav
231;PIA;064;F;231_PIA_064_F.wav;01Pia1F064f_np___0.wav
232;PIA;065;P;232_PIA_065_P.wav;01Pia1F065p_np___0.wav
233;PIA;065;M;233_PIA_065_M.wav;01Pia1F065m_np___0.wav
234;PIA;065;F;234_PIA_065_F.wav;01Pia1F065f_np___0.wav
235;PIA;066;P;235_PIA_066_P.wav;01Pia1F066p_np___0.wav
236;PIA;066;M;236_PIA_066_M.wav;01Pia1F066m_np___0.wav
237;PIA;066;F;237_PIA_066_F.wav;01Pia1F066f_np___0.wav
238;PIA;067;P;238_PIA_067_P.wav;01Pia1F067p_np___0.wav
239;PIA;067;M;239_PIA_067_M.wav;01Pia1F067m_np___0.wav
240;PIA;067;F;240_PIA_067_F.wav;01Pia1F067f_np___0.wav
241;PIA;068;P;241_PIA_068_P.wav;01Pia1F068p_np___0.wav
242;PIA;068;M;242_PIA_068_M.wav;01Pia1F068m_np___0.wav
243;PIA;068;F;243_PIA_068_F.wav;01Pia1F068f_np___0.wav
244;PIA;069;P;244_PIA_069_P.wav;01Pia1F069p_np___0.wav
245;PIA;069;M;245_PIA_069_M.wav;01Pia1F069m_np___0.wav
246;PIA;069;F;246_PIA_069_F.wav;01Pia1F069f_np___0.wav
247;PIA;070;P;247_PIA_070_P.wav;01Pia1F070p_np___0.wav
248;PIA;070;M;248_PIA_070_M.wav;01Pia1F070m_np___0.wav
249;PIA;070;F;249_PIA_070_F.wav;01Pia1F070f_np___0.wav
250;PIA;071;P;250_PIA_071_P.wav;01Pia1F071p_np___0.wav
251;PIA;071;M;251_PIA_071_M.wav;01Pia1F071m_np___0.wav
252;PIA;071;F;252_PIA_071_F.wav;01Pia1F071f_np___0.wav
253;PIA;072;P;253_PIA_072_P.wav;01Pia1F072p_np___0.wav
254;PIA;072;M;254_PIA_072_M.wav;01Pia1F072m_np___0.wav
255;PIA;072;F;255_PIA_072_F.wav;01Pia1F072f_np___0.wav
256;PIA;073;P;256_PIA_073_P.wav;01Pia1F073p_np___0.wav
257;PIA;073;M;257_PIA_073_M.wav;01Pia1F073m_np___0.wav
258;PIA;073;F;258_PIA_073_F.wav;01Pia1F073f_np___0.wav
259;PIA;074;P;259_PIA_074_P.wav;01Pia1F074p_np___0.wav
260;PIA;074;M;260_PIA_074_M.wav;01Pia1F074m_np___0.wav
261;PIA;074;F;261_PIA_074_F.wav;01Pia1F074f_np___0.wav
262;PIA;075;P;262_PIA_075_P.wav;01Pia1F075p_np___0.wav
263;PIA;075;M;263_PIA_075_M.wav;01Pia1F075m_np___0.wav
264;PIA;075;F;264_PIA_075_F.wav;01Pia1F075f_np___0.wav
265;PIA;076;P;265_PIA_076_P.wav;01Pia1F076p_np___0.wav
266;PIA;076;M;266_PIA_076_M.wav;01Pia1F076m_np___0.wav
267;PIA;076;F;267_PIA_076_F.wav;01Pia1F076f_np___0.wav
268;PIA;077;P;268_PIA_077_P.wav;01Pia1F077p_np___0.wav
269;PIA;077;M;269_PIA_077_M.wav;01Pia1F077m_np___0.wav
270;PIA;077;F;270_PIA_077_F.wav;01Pia1F077f_np___0.wav
271;PIA;078;P;271_PIA_078_P.wav;01Pia1F078p_np___0.wav
272;PIA;078;M;272_PIA_078_M.wav;01Pia1F078m_np___0.wav
273;PIA;078;F;273_PIA_078_F.wav;01Pia1F078f_np___0.wav
274;PIA;079;P;274_PIA_079_P.wav;01Pia1F079p_np___0.wav
275;PIA;079;M;275_PIA_079_M.wav;01Pia1F079m_np___0.wav
276;PIA;079;F;276_PIA_079_F.wav;01Pia1F079f_np___0.wav
277;PIA;080;P;277_PIA_080_P.wav;01Pia1F080p_np___0.wav
278;PIA;080;M;278_PIA_080_M.wav;01Pia1F080m_np___0.wav
279;PIA;080;F;279_PIA_080_F.wav;01Pia1F080f_np___0.wav
280;PIA;081;P;280_PIA_081_P.wav;01Pia1F081p_np___0.wav
281;PIA;081;M;281_PIA_081_M.wav;01Pia1F081m_np___0.wav
282;PIA;081;F;282_PIA_081_F.wav;01Pia1F081f_np___0.wav
283;PIA;082;P;283_PIA_082_P.wav;01Pia1F082p_np___0.wav
284;PIA;082;M;284_PIA_082_M.wav;01Pia1F082m_np___0.wav
285;PIA;082;F;285_PIA_082_F.wav;01Pia1F082f_np___0.wav
286;PIA;083;P;286_PIA_083_P.wav;01Pia1F083p_np___0.wav
287;PIA;083;M;287_PIA_083_M.wav;01Pia1F083m_np___0.wav
288;PIA;083;F;288_PIA_083_F.wav;01Pia1F083f_np___0.wav
289;TRP;060;P;289_TRP_060_P.wav;05Tru1F060p_np___0.wav
290;TRP;060;M;290_TRP_060_M.wav;05Tru1F060m_np___0.wav
291;TRP;060;F;291_TRP_060_F.wav;05Tru1F060f_np___0.wav
292;TRP;061;P;292_TRP_061_P.wav;05Tru1F061p_np___0.wav
293;TRP;061;M;293_TRP_061_M.wav;05Tru1F061m_np___0.wav
294;TRP;061;F;294_TRP_061_F.wav;05Tru1F061f_np___0.wav
295;TRP;062;P;295_TRP_062_P.wav;05Tru1F062p_np___0.wav
296;TRP;062;M;296_TRP_062_M.wav;05Tru1F062m_np___0.wav
297;TRP;062;F;297_TRP_062_F.wav;05Tru1F062f_np___0.wav
298;TRP;063;P;298_TRP_063_P.wav;05Tru1F063p_np___0.wav
299;TRP;063;M;299_TRP_063_M.wav;05Tru1F063m_np___0.wav
300;TRP;063;F;300_TRP_063_F.wav;05Tru1F063f_np___0.wav
301;TRP;064;P;301_TRP_064_P.wav;05Tru1F064p_np___0.wav
302;TRP;064;M;302_TRP_064_M.wav;05Tru1F064m_np___0.wav
303;TRP;064;F;303_TRP_064_F.wav;05Tru1F064f_np___0.wav
304;TRP;065;P;304_TRP_065_P.wav;05Tru1F065p_np___0.wav
305;TRP;065;M;305_TRP_065_M.wav;05Tru1F065m_np___0.wav
306;TRP;065;F;306_TRP_065_F.wav;05Tru1F065f_np___0.wav
307;TRP;066;P;307_TRP_066_P.wav;05Tru1F066p_np___0.wav
308;TRP;066;M;308_TRP_066_M.wav;05Tru1F066m_np___0.wav
309;TRP;066;F;309_TRP_066_F.wav;05Tru1F066f_np___0.wav
310;TRP;067;P;310_TRP_067_P.wav;05Tru1F067p_np___0.wav
311;TRP;067;M;311_TRP_067_M.wav;05Tru1F067m_np___0.wav
312;TRP;067;F;312_TRP_067_F.wav;05Tru1F067f_np___0.wav
313;TRP;068;P;313_TRP_068_P.wav;05Tru1F068p_np___0.wav
314;TRP;068;M;314_TRP_068_M.wav;05Tru1F068m_np___0.wav
315;TRP;068;F;315_TRP_068_F.wav;05Tru1F068f_np___0.wav
316;TRP;069;P;316_TRP_069_P.wav;05Tru1F069p_np___0.wav
317;TRP;069;M;317_TRP_069_M.wav;05Tru1F069m_np___0.wav
318;TRP;069;F;318_TRP_069_F.wav;05Tru1F069f_np___0.wav
319;TRP;070;P;319_TRP_070_P.wav;05Tru1F070p_np___0.wav
320;TRP;070;M;320_TRP_070_M.wav;05Tru1F070m_np___0.wav
321;TRP;070;F;321_TRP_070_F.wav;05Tru1F070f_np___0.wav
322;TRP;071;P;322_TRP_071_P.wav;05Tru1F071p_np___0.wav
323;TRP;071;M;323_TRP_071_M.wav;05Tru1F071m_np___0.wav
324;TRP;071;F;324_TRP_071_F.wav;05Tru1F071f_np___0.wav
325;TRP;072;P;325_TRP_072_P.wav;05Tru1F072p_np___0.wav
326;TRP;072;M;326_TRP_072_M.wav;05Tru1F072m_np___0.wav
327;TRP;072;F;327_TRP_072_F.wav;05Tru1F072f_np___0.wav
328;TRP;073;P;328_TRP_073_P.wav;05Tru1F073p_np___0.wav
329;TRP;073;M;329_TRP_073_M.wav;05Tru1F073m_np___0.wav
330;TRP;073;F;330_TRP_073_F.wav;05Tru1F073f_np___0.wav
331;TRP;074;P;331_TRP_074_P.wav;05Tru1F074p_np___0.wav
332;TRP;074;M;332_TRP_074_M.wav;05Tru1F074m_np___0.wav
333;TRP;074;F;333_TRP_074_F.wav;05Tru1F074f_np___0.wav
334;TRP;075;P;334_TRP_075_P.wav;05Tru1F075p_np___0.wav
335;TRP;075;M;335_TRP_075_M.wav;05Tru1F075m_np___0.wav
336;TRP;075;F;336_TRP_075_F.wav;05Tru1F075f_np___0.wav
337;TRP;076;P;337_TRP_076_P.wav;05Tru1F076p_np___0.wav
338;TRP;076;M;338_TRP_076_M.wav;05Tru1F076m_np___0.wav
339;TRP;076;F;339_TRP_076_F.wav;05Tru1F076f_np___0.wav
340;TRP;077;P;340_TRP_077_P.wav;05Tru1F077p_np___0.wav
341;TRP;077;M;341_TRP_077_M.wav;05Tru1F077m_np___0.wav
342;TRP;077;F;342_TRP_077_F.wav;05Tru1F077f_np___0.wav
343;TRP;078;P;343_TRP_078_P.wav;05Tru1F078p_np___0.wav
344;TRP;078;M;344_TRP_078_M.wav;05Tru1F078m_np___0.wav
345;TRP;078;F;345_TRP_078_F.wav;05Tru1F078f_np___0.wav
346;TRP;079;P;346_TRP_079_P.wav;05Tru1F079p_np___0.wav
347;TRP;079;M;347_TRP_079_M.wav;05Tru1F079m_np___0.wav
348;TRP;079;F;348_TRP_079_F.wav;05Tru1F079f_np___0.wav
349;TRP;080;P;349_TRP_080_P.wav;05Tru1F080p_np___0.wav
350;TRP;080;M;350_TRP_080_M.wav;05Tru1F080m_np___0.wav
351;TRP;080;F;351_TRP_080_F.wav;05Tru1F080f_np___0.wav
352;TRP;081;P;352_TRP_081_P.wav;05Tru1F081p_np___0.wav
353;TRP;081;M;353_TRP_081_M.wav;05Tru1F081m_np___0.wav
354;TRP;081;F;354_TRP_081_F.wav;05Tru1F081f_np___0.wav
355;TRP;082;P;355_TRP_082_P.wav;05Tru1F082p_np___0.wav
356;TRP;082;M;356_TRP_082_M.wav;05Tru1F082m_np___0.wav
357;TRP;082;F;357_TRP_082_F.wav;05Tru1F082f_np___0.wav
